Brandname,Productname,Colors,Sizes,Description,Materials,Maintenance,RegularPrice,CurrentPrice
GIESSWEIN,Hausschuhe aus Baumwolle mit Punktemuster,Dunkelblau,26|27|28|29|30|31|32,Kinder Hausschuhe von GIESSWEIN|Modell Amsdorf|Reine Baumwolle|Abgerundete Spitze|Elastischer Riemen|Elastischer Einsatz im Fersenbereich|Rutschfeste Sohle aus Naturkautschuk|Punktemuster|Sohlenhöhe: 1 cm|Farbe Dunkelblau|Artikelnummer 9643820,Hauptmaterial 1: 100% Baumwolle|Sohle: 100% Kautschuk,,34.95,34.95
Espadrij,Espadrilles aus Veloursleder,Rosa|Fuchsia,28|29|30|31|32|33|34,"Kinder Espadrilles von Espadrij l'originale®|Echtes Veloursleder|Abgerundete Spitze |Gummisohle mit Kontrastbesatz in Flechtoptik|Made in Spain|Sohlenhöhe: 1,5 cm|Farbe Rosa|Artikelnummer 9641842",Hauptmaterial 1: 100% Veloursleder|Sohle: 100% Gummi,,64.95,64.95
Aigle,Gummistiefel mit Reflektorstreifen,Gelb,21|22|23,"Kinder Gummistiefel von Aigle|Strapazierfähiges Gummi|Textiles Innenfutter |Gummisohle|Hoher Schaft mit Zierstreifen|Seitliche Label-Applikation|Reflektorstreifen an der Ferse|Sohlenhöhe: 1,5 cm|Farbe Gelb|Artikelnummer 9483410",Hauptmaterial 1: 100% Gummi|Futter 1: 100% Textil,,26.95,26.95
Aigle,Gummistiefel mit Reflektorstreifen,Marineblau,21|22|23,Kinder Gummistiefel von Aigle|Wadenhoher Schaft|Reflektorstreifen auf der Rückseite|Abgerundete Spitze|Gummisohle|Sohlenhöhe: 3 cm|Farbe Marineblau|Artikelnummer 9483408,Hauptmaterial 1: 100% Synthetik|Futter 1: 100% Textil|Sohle: 100% Gummi, Nicht waschen| Nicht bleichen| Kein Trockner| Nicht bügeln| Keine chemische Reinigung,26.95,26.95
New Balance,Sneaker '373' mit Klettverschluss,Bordeaux Rot,"21|5|22,5|6|23,5|7|25|8|26|9|27,5|10",Kinder Sneaker von New Balance|Modell 373|Textil in Velourslederoptik|Einsätze aus Mesh|Logo-Details|Klettverschluss|Gummisohle|Sohlenhöhe: 1 cm|Farbe Bordeaux Rot|Artikelnummer 9582383,Hauptmaterial 1: 100% Textil|Futter 1: 100% Textil|Sohle: 100% Gummi,,49.95,49.95
Havaianas,Zehentrenner mit Minions™-Print,Blau,27/28|29/30|31/32|33/34|35/36,Kinder Zehentrenner von havaianas|Strapazierfähiges Material|Riemen mit Logo in Kontrastfarbe|Sohle aus Gummi|Minions™-Print|Sohlenhöhe: 2 cm|Farbe Blau|Artikelnummer 9646235,Hauptmaterial 1: 100% Synthetik|Futter 1: 100% Synthetik|Sohle: 100% Gummi,,19.95,19.95
GIESSWEIN,Hausschuhe aus Baumwolle mit Punktemuster,Dunkelblau,26|27|28|29|30|31|32,Kinder Hausschuhe von GIESSWEIN|Modell Amsdorf|Reine Baumwolle|Abgerundete Spitze|Elastischer Riemen|Elastischer Einsatz im Fersenbereich|Rutschfeste Sohle aus Naturkautschuk|Punktemuster|Sohlenhöhe: 1 cm|Farbe Dunkelblau|Artikelnummer 9643820,Hauptmaterial 1: 100% Baumwolle|Sohle: 100% Kautschuk,,34.95,34.95
Havaianas,Zehentrenner mit Frozen©-Print,Weiß|Rosa,27/28|29/30|31/32|33/34|35/36,Kinder Zehentrenner von havaianas|Strapazierfähiges Material|Riemen mit Glitter-Effekt und Logo-Applikation|Innensohle mit Frozen©-Print|Gummisohle|Sohlenhöhe: 1 cm|Farbe Weiß|Artikelnummer 9646228,Hauptmaterial 1: 100% Synthetik|Sohle: 100% Gummi,,19.95,19.95
UGG,Boots aus wasserdichtem Leder,Schwarz,31|1|30|13,"Kinder Boots von UGG|Modell Maple|Echtes, wasserdichtes Leder|Abgerundete Spitze |Überknöchelhoher Schaft|Lammfellfutter|EVA-Profilsohle|Schnürverschluss|Logo-Aufnäher|Inklusive Ersatzschnürsenkel in Kontrastfarbe|Sohlenhöhe: 2,5 cm|Farbe Schwarz|Artikelnummer 9550429",Hauptmaterial 1: 100% Leder|Futter 1: 100% Lammfell|Sohle: 100% Gummi,,129.95,99.95
GIESSWEIN,Hausschuhe aus Schurwolle ,Dunkelblau,26|27|28|29|30|31|32,Kinder Hausschuhe von GIESSWEIN |Modell Wehr|Reine Schurwolle|Abgerundete Spitze |Profilsohle |Elastischer Einsatz in Kontrastfarbe |Motiv-Stickerei|Sohlenhöhe: 1 cm |Farbe Dunkelblau|Artikelnummer 9629597,Hauptmaterial 1: 100% Schurwolle|Sohle: 100% Kautschuk,,49.95,49.95
Aigle,Gummistiefel mit Reflektorstreifen,Gelb,21|22|23,"Kinder Gummistiefel von Aigle|Strapazierfähiges Gummi|Textiles Innenfutter |Gummisohle|Hoher Schaft mit Zierstreifen|Seitliche Label-Applikation|Reflektorstreifen an der Ferse|Sohlenhöhe: 1,5 cm|Farbe Gelb|Artikelnummer 9483410",Hauptmaterial 1: 100% Gummi|Futter 1: 100% Textil,,26.95,26.95
Converse,Sneaker 'All Star Low' aus Canvas,Dunkelblau,"32|1|33|1,5|34|2,5|35|3|27|10,5|28|11|29|12|30|12,5|31|13",Kinder Sneaker von Converse|Modell All Star Low|Canvas|Zehenkappe aus Gummi|Schnürverschluss|Gummisohle mit Zierstreifen|Sohlenhöhe: 2 cm|Farbe Dunkelblau|Artikelnummer 9600006,Hauptmaterial 1: 100% Textil|Futter 1: 100% Textil|Sohle: 100% Gummi,,42.95,42.95
Pretty Ballerinas,Ballerinas mit Bouclé- und Pailletten-Besatz,Rosé,26|27|28|29|30|31|32|33|34,"Kinderballerinas von Pretty Ballerinas|Abgerundete Lackspitze |Gummizug |Flache Sohle|Bouclé- und Pailletten-Besatz|Schleifen-Detail |Made in Spain|Sohlenhöhe: 0,5 cm|Farbe Rosé|Artikelnummer 9435747",,,99.95,99.95
Converse,Sneaker 'All Star Low' aus Canvas,Mittelgrau,"32|1|33|1,5|34|2,5|35|3|27|10,5|28|11|29|12|30|12,5|31|13",Kinder Sneaker von Converse|Modell All Star Low|Canvas|Zehenkappe aus Gummi|Schnürverschluss|Gummisohle mit Zierstreifen|Sohlenhöhe: 2 cm|Farbe Mittelgrau|Artikelnummer 9600004,Hauptmaterial 1: 100% Textil|Futter 1: 100% Textil|Sohle: 100% Gummi,,42.95,42.95
Espadrij,Espadrilles aus Veloursleder,Rosa|Fuchsia,28|29|30|31|32|33|34,"Kinder Espadrilles von Espadrij l'originale®|Echtes Veloursleder|Abgerundete Spitze |Gummisohle mit Kontrastbesatz in Flechtoptik|Made in Spain|Sohlenhöhe: 1,5 cm|Farbe Rosa|Artikelnummer 9641842",Hauptmaterial 1: 100% Veloursleder|Sohle: 100% Gummi,,64.95,64.95
Pretty Ballerinas,Ballerinas aus Lackleder,Weiß|Dunkelblau|Schwarz|Fuchsia,26|27|28|29|30|31|32|33|34,"Kinderballerinas von Pretty Ballerinas|Lackleder|Modell Hannah|Abgerundete Spitze|Zierschleife|Elastischer Riemen|Sohlenhöhe: 0,5 cm|Farbe Fuchsia|Artikelnummer 9435751",Hauptmaterial 1: 100% Leder|Futter 1: 100% Textil|Sohle: 100% Kunststoff,,99.95,99.95
Havaianas,Zehentrenner mit Riemen in Kontrastfarbe,Pink|Mittelgrau,27/28|29/30|31/32|33/34|35/36,"Kinder Zehentrenner von havaianas|Strapazierfähiges Material|Riemen in Kontrastfarbe mit Logo|Sohle aus Gummi|Sohlenhöhe: 1,5 cm|Farbe Mittelgrau|Artikelnummer 9646224",Hauptmaterial 1: 100% Synthetik|Futter 1: 100% Synthetik|Sohle: 100% Gummi,,17.95,17.95
GIESSWEIN,Hausschuhe aus Baumwolle in Denimoptik,Jeans,26|27|28|29|30|31|32,Kinder Hausschuhe von GIESSWEIN|Modell Affing|Reine Baumwolle|Denimoptik|Abgerundete Spitze|Aufnäher|Elastischer Riemen|Elastischer Einsatz im Fersenbereich|Rutschfeste Sohle aus Naturkautschuk|Made in Austria|Sohlenhöhe: 1 cm|Farbe Jeans|Artikelnummer 9643822,Hauptmaterial 1: 100% Baumwolle|Sohle: 100% Kautschuk,,39.95,39.95
Converse,Sneaker 'All Star Low' aus Canvas,Weiß,"32|1|33|1,5|34|2,5|35|3|27|10,5|28|11|29|12|30|12,5|31|13",Kinder Sneaker von Converse|Modell All Star Low|Canvas|Zehenkappe aus Gummi|Schnürverschluss|Gummisohle mit Zierstreifen|Sohlenhöhe: 2 cm|Farbe Weiß|Artikelnummer 9600002,Hauptmaterial 1: 100% Textil|Futter 1: 100% Textil|Sohle: 100% Gummi,,42.95,42.95
GIESSWEIN,Hausschuhe mit Stickereien,Rosa,26|27|28|29|30|31|32,"Kinder Hausschuhe von GIESSWEIN|Modell Adenbach|Reine Baumwolle|Sohle aus Naturkautschuk|Abgerundete Spitze|Einstieg mit elastischem Bündchen|Gummizug|Meerjungfrau- und Seesternstickerei|Sohlenhöhe: 1,5 cm|Farbe Rosa|Artikelnummer 9643816",Hauptmaterial 1: 100% Baumwolle|Sohle: 100% Kautschuk,,39.95,39.95
Havaianas,Zehentrenner mit Riemen in Kontrastfarbe,Dunkelblau|Rot,27/28|29/30|31/32|33/34|35/36,Kinder Zehentrenner von havaianas|Strapazierfähiges Material|Riemen in Kontrastfarbe|Logo am Riemen |Sohle aus Gummi|Sohlenhöhe: 2 cm|Farbe Rot|Artikelnummer 9646233,Hauptmaterial 1: 100% Synthetik|Futter 1: 100% Synthetik|Sohle: 100% Gummi,,17.95,17.95
GIESSWEIN,Hausschuhe aus Schurwolle,Hellgrau,26|27|28|29|30|31|32,Kinder Hausschuhe von GIESSWEIN|Modell Trebel|Reine Schurwolle|Abgerundete Spitze |Profilsohle|Elastischer Einsatz mit Glitter-Effekt|Motiv-Stickereien mit Kontrastbesatz und Ziersteinen|Sohlenhöhe: 1 cm |Farbe Hellgrau|Artikelnummer 9629599,Hauptmaterial 1: 100% Schurwolle|Sohle: 100% Kautschuk,,ab 39.95 ,34.95
Converse,Sneaker aus Canvas,Marineblau,"32|1|33|1,5|34|2,5|35|3|27|10,5|28|11|29|12|30|12,5|31|13","Kinder Sneaker von Converse|Canvas|Kontrastsohle aus Gummi|Abgerundete Spitze|Gummierte Vorderkappe|Schnürverschluss|Überknöchelhoher Schaft|Ösen|Logo-Badge|Sohlenhöhe: 2,5 cm |US-Größen siehe Größentabelle|Farbe Marineblau|Artikelnummer 9446203",Hauptmaterial 1: 100% Textil|Futter 1: 100% Textil|Sohle: 100% Gummi,,44.95,44.95
GIESSWEIN,Hausschuhe aus Baumwolle mit Dino-Stickereien,Rot,26|27|28|29|30|31|32,Kinder Hausschuhe von GIESSWEIN|Modell Altena|Reine Baumwolle|Abgerundete Spitze|Elastischer Riemen|Elastischer Einsatz im Fersenbereich|Rutschfeste Sohle aus Naturkautschuk|Stickereien|Made in Austria|Sohlenhöhe: 1 cm|Farbe Rot|Artikelnummer 9643823,Hauptmaterial 1: 100% Baumwolle|Sohle: 100% Kautschuk,,34.95,34.95
Pretty Ballerinas,Ballerinas aus Lackleder,Weiß|Dunkelblau|Schwarz|Fuchsia,26|27|28|29|30|31|32|33|34,"Kinderballerinas von Pretty Ballerinas|Lackleder|Modell Hannah|Abgerundete Spitze|Zierschleife|Elastischer Riemen|Sohlenhöhe: 0,5 cm|Farbe Dunkelblau|Artikelnummer 9435749",Hauptmaterial 1: 100% Leder|Futter 1: 100% Textil|Sohle: 100% Kunststoff,,99.95,99.95
Converse,High Top Sneaker aus Canvas,Weiß,"32|1|33|1,5|34|2,5|35|3|27|10,5|28|11|29|12|30|12,5|31|13",Kinder High Top Sneaker von Converse|Canvas|Gummisohle|Abgerundete Spitze mit Vorderkappe|Überknöchelhoher Schaft|Schnürverschluss|Sohlenhöhe: 2 cm|US-Größen siehe Größentabelle|Farbe Weiß|Artikelnummer 9446202,Hauptmaterial 1: 100% Textil|Futter 1: 100% Textil|Sohle: 100% Gummi,,44.95,44.95
Pretty Ballerinas,Ballerinas mit Glitter-Effekt und Zierschleife,Silber|Rosa|Gold,26|27|28|29|30|31|32|33|34,"Kinderballerinas von Pretty Ballerinas|Strapazierfähiges Material|Glitter-Effekt|Abgerundete Spitze|Elastischer Riemen|Zierschleife|Futter aus Leder|Flache Gummisohle|Sohlenhöhe: 0,5 cm|Farbe Gold|Artikelnummer 9435746",Hauptmaterial 1: 100% Synthetik|Futter 1: 100% Leder|Sohle: 100% Gummi,,99.95,99.95
Converse,Sneaker 'All Star Low' aus Canvas,Pink,"32|1|33|1,5|34|2,5|35|3|27|10,5|28|11|29|12|30|12,5|31|13",Kinder Sneaker von Converse|Modell All Star Low|Canvas|Zehenkappe aus Gummi|Schnürverschluss|Gummisohle mit Zierstreifen|Sohlenhöhe: 2 cm|Farbe Pink|Artikelnummer 9600005,Hauptmaterial 1: 100% Textil|Futter 1: 100% Textil|Sohle: 100% Gummi,,42.95,42.95
Pretty Ballerinas,Ballerinas aus Lackleder,Weiß|Dunkelblau|Schwarz|Fuchsia,26|27|28|29|30|31|32|33|34,"Kinderballerinas von Pretty Ballerinas|Lackleder|Modell Hannah|Abgerundete Spitze|Zierschleife|Elastischer Riemen|Sohlenhöhe: 0,5 cm|Farbe Weiß|Artikelnummer 9435748",Hauptmaterial 1: 100% Leder|Futter 1: 100% Textil|Sohle: 100% Kunststoff,,99.95,99.95
NATIVE,Slip-On Sneaker mit eingestanztem Lochmuster,Rosa|Türkis,7|8|9|10|11|12|13,Kinder Slip-On Sneaker von Native|Modell Jefferson|Wasserfestes Material|Abgerundete Spitze|Eingestanztes Lochmuster|Gummisohle|Waschbar|Gummierte Logo-Applikation|Sohlenhöhe: 2 cm|Farbe Rosa|Artikelnummer 9476632,Hauptmaterial 1: 100% Synthetik|Sohle: 100% Synthetik, Nicht waschen| Nicht bleichen| Kein Trockner| Nicht bügeln| Keine chemische Reinigung,39.95,19.95
Pretty Ballerinas,Ballerinas mit Glitter-Effekt und Zierschleife,Silber|Rosa|Gold,26|27|28|29|30|31|32|33|34,"Kinderballerinas von Pretty Ballerinas|Strapazierfähiges Material|Glitter-Effekt|Abgerundete Spitze|Elastischer Riemen|Zierschleife|Futter aus Leder|Flache Gummisohle|Sohlenhöhe: 0,5 cm|Farbe Silber|Artikelnummer 9435744",Hauptmaterial 1: 100% Synthetik|Futter 1: 100% Leder|Sohle: 100% Gummi,,99.95,99.95
SOREL,Boots mit herausnehmbarem Futter - wasserabweisend,Royalblau|Schwarz,"25|8|26|9|27|10|28|11|29|12|30|12,5|31|13","Kinder Boots von SOREL|Modell Children's Flurry|Wasserabweisendes Material|Überknöchelhoher Schaft|Gummizug und Klettverschluss|Profilsohle aus Gummi|Kontraststreifen und Logo-Stickerei|Herausnehmbares Futter aus Filz|Sohlenhöhe: 4,5 cm|Schafthöhe: 16 cm|Schaftweite: 35 cm|Farbe Royalblau|Artikelnummer 9495275",Hauptmaterial 1: 100% Textil|Hauptmaterial 2: 100% Synthetik|Futter 1: 100% Textil|Sohle: 100% Gummi, Nicht waschen| Nicht bleichen| Kein Trockner| Nicht bügeln| Keine chemische Reinigung,54.95,39.95
New Balance,Sneaker '410' mit Klettverschluss,Olivgrün,"21|5|22,5|6|23,5|7|25|8|26|9|27,5|10",Kinder Sneaker von New Balance|Modell 410|Textil in Velourslederoptik|Kontrasteinsätze aus strapazierfähigem Material|Logo-Aufnäher|Klettverschluss|Gummisohle|Sohlenhöhe: 1 cm|Farbe Olivgrün|Artikelnummer 9582389,Hauptmaterial 1: 100% Textil|Futter 1: 100% Textil|Sohle: 100% Gummi,,49.95,49.95
Havaianas,Zehentrenner mit floralem Muster,Pink,27/28|29/30|31/32|33/34|35/36,Kinder Zehentrenner von havaianas|Strapazierfähiges Material|Riemen mit Glitter-Effekt|Verstellbarer Fersenriemen|T-Riemen mit Logo|Sohle aus Gummi|Florales Muster|Sohlenhöhe: 2 cm|Farbe Pink|Artikelnummer 9646231,Hauptmaterial 1: 100% Synthetik|Futter 1: 100% Synthetik|Sohle: 100% Gummi,,21.95,21.95
UGG,Boots aus Leder mit Lammfellfutter,Dunkelblau,"31|1|32|2|33|3|20,5|4|30|13",Kinder Boots von UGG Australia|Modell Classic|Echtes Glattleder |Futter aus Lammfell|Abgerundete Spitze |EVA-Profilsohle |Logo-Applikation|Sohlenhöhe: 2 cm|Farbe Dunkelblau|Artikelnummer 9550428,Hauptmaterial 1: 100% Leder|Futter 1: 100% Lammfell|Sohle: 100% Synthetik,,169.95,119.95
Havaianas,Zehentrenner mit Riemen in Kontrastfarbe,Dunkelblau|Rot,27/28|29/30|31/32|33/34|35/36,Kinder Zehentrenner von havaianas|Strapazierfähiges Material|Riemen in Kontrastfarbe|Logo am Riemen |Sohle aus Gummi|Sohlenhöhe: 2 cm|Farbe Dunkelblau|Artikelnummer 9646232,Hauptmaterial 1: 100% Synthetik|Futter 1: 100% Synthetik|Sohle: 100% Gummi,,17.95,17.95
Timberland,Lederboots mit gepolstertem Fußbett,Dunkelbraun,"33|1,5|34|2|35|3|31|13|32|13,5","Kinder Boots von Timberland|Modell Killington 6-Inch|Echtes Leder|Gepolstertes OrthoLite®-PU-Fußbett|Schnürverschluss|Reißverschluss mit Klettverschlussriegel|Profilsohle aus Gummi in Kontrastfarbe|Sohlenhöhe: 2,5 cm|Farbe Dunkelbraun|Artikelnummer 9507081",Hauptmaterial 1: 100% Leder|Sohle: 100% Gummi,,84.95,64.95
Havaianas,Zehentrenner mit Leopardenmuster,Beige,27/28|29/30|31/32|33/34|35/36,Kinder Zehentrenner von havaianas|Strapazierfähiges Material|Riemen in Neonfarbe mit Logo-Applikation|Innensohle mit Leopardenmuster|Gummisohle |Sohlenhöhe: 1 cm|Farbe Beige|Artikelnummer 9646227,Hauptmaterial 1: 100% Synthetik|Sohle: 100% Gummi,,19.95,19.95
Timberland,Lederboots mit PrimaLoft®-Isolierung,Hellbraun,"33|1,5|34|2|35|3|31|13|32|13,5","Kinder Lederboots von Timberland|Modell Icon |Echtes Nubukleder|PrimaLoft®-Isolierung |Wasserfest und atmungsaktiv|Schnürverschluss|Einsatz in Kontrastfarbe|Profilsohle aus Gummi|Sohlenhöhe: 2,5 cm |Farbe Hellbraun|Artikelnummer 9507083",Hauptmaterial 1: 100% Leder|Sohle: 100% Gummi,,119.95,89.95
Converse,High Top Sneaker aus Canvas,Schwarz,"32|1|33|1,5|34|2,5|35|3|27|10,5|28|11|29|12|30|12,5|31|13","Kinder High Top Sneaker von Converse|Canvas|Kontrastsohle aus Gummi|Gummierte Vorderkappe|Schnürverschluss|Ösen|Logo-Badge|Sohlenhöhe: 2,5 cm |US-Größen siehe Größentabelle |Farbe Schwarz|Artikelnummer 9446205",Hauptmaterial 1: 100% Textil|Futter 1: 100% Textil|Sohle: 100% Gummi,,44.95,44.95
Birkenstock,Pantolette mit verstellbaren Riemen,Schwarz,26|27|28|29|30|31|32|33|34,"Kinder Pantolette von Birkenstock|Birko-Flor|Zwei verstellbare Riemen|Innensohle aus echtem Leder|Ergonomisches Fußbett aus Naturkork|Profilsohle|Made in Germany|Sohlenhöhe: 2,5 cm|Farbe Schwarz|Artikelnummer 9489019",Hauptmaterial 1: 100% Birko-Flor|Futter 1: 100% Leder|Futter 2: 100% Kork|Sohle: 100% Ethylenvinylacetat,,54.95,39.95
Timberland,Lederboots mit gepolstertem Fußbett,Mittelbraun,23|24|25|26|27|28|29|30,Kinder Lederboots von Timberland|Modell Pokey Pine Chukka|Echtes Leder|Gepolstertes OrthoLite®-PU-Fußbett|Abgerundete Spitze|Reißverschluss an der Innenseite |Profilsohle|Sohlenhöhe: 1 cm|Farbe Mittelbraun|Artikelnummer 9507088,Hauptmaterial 1: 100% Leder|Sohle: 100% Gummi,,74.95,59.95
Aigle,Gummistiefel mit verstellbarem Riegel,Gelb,35|36|37|38,Kinder Gummistiefel von Aigle|Gummi|Gummisohle|Abgerundete Spitze|Wadenhoch|Verstellbarer Riegel am Schaft|Sohlenhöhe: 2 cm|Schafthöhe: 25 cm|Schaftweite: 33 cm|Farbe Gelb|Artikelnummer 9483413,Hauptmaterial 1: 100% Gummi|Futter 1: 100% Textil|Sohle: 100% Gummi,,41.95,41.95
Timberland,Lederboots mit Splash Blaster™-Technologie,Dunkelbraun,23|24|25|26|27|28|29|30,Kinder Lederboots von Timberland|Modell Pokey Pine|Echtes Leder|Wasser- und schmutzabweisend durch Splash Blaster™|OrthoLite®-PU-Fußbett |Abgerundete Spitze|Überknöchelhoher Schaft|Schnürverschluss|Reißverschluss an der Innenseite|Profilsohle aus Gummi|Sohlenhöhe: 1 cm|Farbe Dunkelbraun|Artikelnummer 9507087,Hauptmaterial 1: 100% Leder|Sohle: 100% Gummi,,74.95,59.95
Converse,High Top Sneaker aus Canvas,Weiß,23|7|24|8|25|9|26|10,Kinder High Top Sneaker von Converse|Canvas|Gummisohle mit Kontrastdetails|Gummierte Vorderkappe|Schnürverschluss|Logo-Badge|US-Größen siehe Größentabelle|Sohlenhöhe: 2 cm |Farbe Weiß|Artikelnummer 9446188,Hauptmaterial 1: 100% Textil|Futter 1: 100% Textil|Sohle: 100% Gummi,,44.95,44.95
SOREL,Boots mit herausnehmbarem Filz-Innenstiefel,Schwarz|Marineblau,"32|1|33|2|34|3|35|4|36|4,5|37|5|38|6|39|7","Kinder Boots von SOREL|Modell Yoot Pac|Wasserfestes Material|Überknöchelhoher Schaft |Schnürverschluss|Abgerundete Spitze|Profilsohle aus Gummi|Herausnehmbarer Filz-Innenstiefel mit Teddyfellbesatz|Logo-Print|Sohlenhöhe: 3,5 cm|Schafthöhe: 21 cm|Schaftweite: 35 cm|Farbe Marineblau|Artikelnummer 9495278",Hauptmaterial 1: 100% Textil|Futter 1: 100% Textil|Sohle: 100% Gummi, Nicht waschen| Nicht bleichen| Kein Trockner| Nicht bügeln| Keine chemische Reinigung,74.95,49.95
